Soilcolor,Soil_pH,Potassium,Phosphorus,Zinc,Sulphur,Nitrogen,Annual_Humidity,Annual_Temperature,Annual_Precipitation,WindDirection_10m,Topsoil_Moisture,Cloud_Amount,WindSpeed_2m_Range,Pressure,label
black,6.6,2.77,0.48,0.4,0.85,0.12,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
black,6.7,2.24,0.84,0.42,0.6,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,6.7,2.77,0.6,0.61,1,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
black,6.75,2.38,0.56,0.34,0.65,0.14,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.8,2.66,0.7,0.36,1,0.16,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
black,6.5,2.73,0.83,0.41,0.88,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
black,6.63,2.69,1.4,0.38,0.93,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.19,2.69,1.26,0.41,1.44,0.17,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.7,2.73,0.6,0.48,1.08,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,4.85,2.57,0.78,0.37,1.36,0.27,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,5.3,2.39,1.1,0.45,1.22,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.7,2.86,0.99,0.68,1.11,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.77,2.85,0.88,0.51,1.22,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
black,7.87,2.76,1.23,0.6,1,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Maize
black,6.2,2.6,0.78,0.4,0.85,0.14,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.7,2.91,1.77,0.76,1,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.53,2.71,0.56,0.69,1.08,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Maize
red,6.2,2.8,1.38,0.69,1.04,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,6.2,2.82,0.85,0.48,1,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.33,2.05,0.5,0.39,1.32,0.23,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Maize
red,5.7,2.74,0.7,0.72,1.18,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,6.1,2.42,0.6,0.36,1.18,0.07,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,5.7,2.52,0.78,0.4,1.04,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,6.9,2.57,0.6,0.52,1.08,0.17,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Maize
red,5.7,2.51,0.85,0.49,1.08,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.65,2.9,0.89,0.72,1.12,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,6.1,2.54,0.48,0.36,0.9,0.15,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,6.1,2.83,0.85,0.49,0.95,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,4.9,2.86,0.79,0.44,1.25,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.4,2.67,0.78,0.36,1.04,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.8,2.61,0.95,0.41,1.15,0.15,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.3,2.84,0.48,0.53,1,0.23,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,5.2,2.75,0.95,0.46,1.08,0,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,6.1,3.02,1.2,0.71,1.26,0.07,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.95,2.57,0.82,0.48,1.02,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.18,2.21,0.99,0.42,1.23,0.28,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.9,2.63,0.6,0.32,1.11,0.17,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,4.65,2.53,0.7,0.49,1.33,0.28,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.7,2.78,0.9,0.41,1.28,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
black,6.15,2.29,0.02,0.4,0.69,0.14,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.4,2.94,1.08,0.61,0.9,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.77,2.71,0.7,0.61,1.19,0.28,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.85,2.88,0.89,0.59,1.07,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.45,2.75,0.64,0.46,1.31,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.1,3.09,1.28,0.87,1.43,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,6.1,2.54,0.6,0.52,1.04,0.17,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.4,2.16,0.57,0.46,1.13,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,5.8,2.63,0.6,0.46,1,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.32,2.65,0.45,0.48,1.25,0.28,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.7,2.63,0.7,0.51,1.08,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.55,2.74,0.62,0.53,1.16,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.9,2.48,0.78,0.45,1.11,0.15,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,5.93,2.66,0.52,0.52,1.2,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.65,2.69,0.76,0.52,1.15,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
black,5.5,2.64,0.6,0.49,1,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,6.61,2.82,0.98,0.48,1.15,0.12,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Maize
red,6.8,3.18,1.56,0.84,1.04,0.3,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.8,2.74,0.7,0.54,1.08,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.5,2.69,0.6,0.46,1.11,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.35,2.45,0.72,0.41,1.19,0.18,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.1,2.9,1,0.91,0.95,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.55,2.69,0.69,0.54,1.16,0.23,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,5.9,2.73,0.89,0.6,1.03,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.88,2.66,0.55,0.45,1.16,0.27,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.7,2.48,0.48,0.36,1.23,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
other,5.6,2,0.3,0.2,1.04,0.37,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.74,2.52,0.48,0.52,1.15,0.3,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,5.8,2.71,0.48,0.43,1.04,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.47,2.75,0.65,0.58,1.16,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.38,3.07,1.81,1.45,1.13,0.33,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.28,2.18,0.59,0.56,1.21,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.1,2.8,0.73,0.68,1.16,0.26,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.77,1.94,0.49,0.26,1.05,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.9,2.78,0.85,0.56,1.15,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.05,2.28,0.6,0.57,1.36,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,5.6,2.55,0.48,0.46,1.15,0.15,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.3,2.76,0.99,0.52,1.42,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.3,2.51,0.48,0.34,1.15,0.16,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.4,2.61,0.48,0.36,1.15,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,6.2,2.94,0.85,0.57,1.2,0.26,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.7,2.77,0.48,0.52,1.04,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,6.91,2.32,0.7,0.32,0.85,0.09,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Maize
black,5.89,2.92,1.06,0.85,1.1,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.22,2.62,0.57,0.54,1.1,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.3,2.62,0.6,0.46,1.23,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.1,2.35,0.7,0.38,1.15,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,5.8,2.53,0.78,0.48,1.08,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.3,2.38,0.48,0.32,1.15,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
gray,7.2,2.44,0.73,0.28,0.9,0.11,9.54,14.61,15.14,106.94,0.52,54.41,9.58,80.44,Maize
red,6.4,2.86,0.78,0.63,1,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.9,2.69,0.48,0.51,1.08,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.67,2.78,0.75,0.59,1.13,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.4,2.74,0.6,0.43,1.18,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.45,2.48,0.72,0.45,1.26,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.1,2.73,0.48,0.53,1.28,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.4,2.69,0.48,0.32,1.11,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
brown,5.8,2.39,0.6,0.4,1.04,0.25,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.4,2.33,0.48,0.28,1.18,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.48,2.61,0.52,0.53,1.25,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.2,2.19,0.7,0.41,1.4,0.16,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.65,2.72,0.88,0.72,1.27,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.6,2.54,0.6,0.38,1.11,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.1,2.49,0.78,0.58,1.32,0.21,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.6,2.58,0.48,0.52,1.11,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.12,2.29,0.53,0.4,1.34,0.18,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.26,2.72,0.78,0.53,1.22,0.22,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.5,2.78,0.7,0.66,1.11,0.19,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.34,2.53,0.6,0.57,1.2,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.35,3.03,1.03,0.63,1.07,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.8,2.82,1.48,0.79,1.11,0.24,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.2,2.95,1.62,0.8,1,0.22,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,6.35,2.76,1.27,0.69,1.08,0.29,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.2,2.55,0.85,0.43,1.23,0.21,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.5,2.18,0.36,0.34,1.13,0.15,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.63,2.27,0.6,0.32,1.3,0.15,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
brown,6.56,2.45,0.7,0.45,0.9,0.16,9.47,15.88,21.48,88.38,0.74,59.11,6.26,76.54,Maize
red,5.56,2.25,0.4,0.32,1.16,0.14,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5,2.49,0.48,0.36,1.3,0.18,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.3,2.63,0.48,0.4,1.2,0.2,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
black,6.3,3.05,1.34,0.81,1.11,0.24,10.44,16.7,30.15,68.94,0.73,59.11,5.44,78.25,Maize
red,5.8,2.33,0.48,0.76,1.11,0.17,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.56,2.37,0.54,0.32,1.22,0.13,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.3,2.2,0.6,0.45,1.23,0.19,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.25,2.77,1.31,0.7,0.95,0.25,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.5,2.42,0.48,0.32,1.11,0.16,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,6.3,3.08,1.61,0.81,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6.1,2.23,0.61,0.34,1,0.2,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.55,2.43,0.59,0.34,1.12,0.17,11.71,16.24,34.52,343.44,0.73,59.11,5.19,82.6,Maize
red,5.37,2.49,0.61,0.46,1.2,0.19,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6,2.67,1.45,0.65,1,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,6.5,2.62,1.15,0.4,0.85,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,5.6,2.32,0.46,0.4,1.08,0.17,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
gray,6.58,2.7,1.88,0.54,1.04,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
brown,7.4,2.79,0.9,0.51,1,0.04,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,5.56,2.36,0.41,0.26,1.3,0.18,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
red,5.75,2.21,0.36,0.23,1.09,0.17,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
black,7.4,2.97,1.62,0.43,0.9,0.04,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,5.21,2.42,0.83,0.41,1.13,0.19,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
brown,5.8,2.59,0.78,0.48,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.8,2.66,0.48,0.2,1.11,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,6,2.73,1.15,0.54,0.95,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
brown,6.77,2.92,1.41,0.64,1,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
black,6.8,2.68,0.85,0.3,1,0.02,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,7.4,3,1.76,0.59,1.04,0.04,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
brown,5.3,2.39,0.9,0.38,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.69,2.69,0.57,0.38,1.03,0.2,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
red,5.1,2.81,0.78,0.51,1.2,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6.01,2.13,0.6,0.4,0.91,0.22,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
brown,5.89,2.82,1.66,0.53,0.85,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
brown,5.89,2.62,0.78,0.41,0.78,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,7.4,3.25,2.27,0.78,1.11,0.04,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,5.6,2.73,0.48,0.28,1.15,0.19,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
gray,6.8,3.02,2.07,0.6,1.15,0.02,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
gray,6.1,2.48,0.78,0.49,0.9,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.3,2.53,1.11,0.43,1.23,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.3,2.46,0.78,0.45,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.6,2.65,0.7,0.4,1,0.2,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6.1,2.36,0.6,0.51,0.9,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,6.1,2.85,1.81,0.52,0.9,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.16,1.18,0.3,0.78,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.3,2.55,0.6,0.41,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.2,2.29,0.7,0.23,1.08,0.14,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
brown,6.1,2.1,0.7,0.3,0.85,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.99,2.78,1.79,0.81,1.18,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
black,7.7,2.33,0.58,0.26,0.02,0.15,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
brown,5.8,2.64,0.48,0.45,1,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.4,2.5,0.85,0.45,1.04,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,5.8,2.77,1.54,0.56,1.08,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.52,2.35,0.97,0.54,1.13,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
black,5.8,2.53,0.6,0.46,0.85,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.3,0.6,0.38,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.4,2.05,0.6,0.23,1,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.24,0.6,0.43,1,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.62,0.7,0.32,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.85,2.62,1.34,0.49,1,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.38,0.7,0.52,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.68,1.4,0.6,1.08,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.4,2.28,0.78,0.43,1.04,0.13,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.29,0.53,0.54,0.77,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6,2.37,0.9,0.36,0.95,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6,2.32,1.2,0.34,0.78,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6,2.4,0.48,0.28,1.08,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,6,2.17,0.95,0.3,0.9,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6.02,3.07,1.2,0.64,1.32,0.08,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
red,5.24,2.35,0.7,0.49,1.26,0.08,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
black,5.91,2.24,0.63,0.43,0.78,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6.25,2.41,1.04,0.32,0.9,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.61,1.18,0.43,1,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,5.8,2.43,0.48,0.36,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6,2.29,0.48,0.28,1,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6,2.61,1.08,0.57,0.95,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6,2.38,0.85,0.38,0.9,0.1,10.69,16.3,34.34,14.25,0.8,59.11,6.06,78.58,Maize
other,5.81,2.2,0.4,0.36,1.02,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
brown,5.85,2.83,1.65,0.6,1.11,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,5.85,2.77,1.81,0.51,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.85,2.51,1.4,0.45,0.85,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,5.8,2.85,1.85,0.59,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,5.8,2.53,1.26,0.48,0.78,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6,2.29,0.48,0.26,1.04,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6,2.38,1.15,0.48,0.78,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.81,2.75,0.7,0.65,1.18,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,6,2.15,0.3,0.2,1,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6,2.32,0.85,0.46,1,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6.4,2.54,0.3,0.45,1.08,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6.4,2.59,0.9,0.41,0.85,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.58,2.96,1.18,0.76,1.41,0.16,9.33,15.39,17.91,88.31,0.63,59.11,6.01,77.15,Maize
red,6.74,2.11,0.6,0.53,0.95,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.85,2.69,0.48,0.41,1.04,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.84,1.63,0.56,1.11,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6,2.75,0.9,0.58,1.18,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,6.74,2.54,1,0.58,0.85,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
other,6,2.35,0.78,0.41,0.93,0.1,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
other,6.4,2.29,0.3,0.41,0.9,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6.4,2.34,0.6,0.43,1.08,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,6.4,2.87,1.08,0.8,1.04,0.12,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.63,2.18,0.6,0.3,1.08,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.85,2.4,0.48,0.46,0.9,0.23,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.57,1.08,0.65,0.9,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.85,1.45,0.51,1.11,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,6.4,2.78,0.7,0.57,1,0.16,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.26,0.7,0.34,0.85,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
red,5.8,2.37,0.3,0.3,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
black,5.8,2.56,0.48,0.32,1.04,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
brown,5.8,2.4,0.48,0.32,0.95,0.25,10.24,16.3,30.58,36.06,0.77,59.11,5.41,77.29,Maize
